1.160000,2.703704,2.516129,1.343750,20.400000,1.351351,6.682927,1.238095,1.500000,5.625000,1.176471,1.396226,1.178571,1.157895,1.163934,1.112903
1.080000,1.185185,1.161290,1.125000,1.057143,1.027027,1.195122,1.119048,1.239130,1.833333,1.039216,1.094340,1.232143,1.122807,1.131148,1.080645
1.080000,1.111111,1.322581,1.062500,1.171429,1.297297,1.365854,1.071429,2.369565,1.437500,1.313725,1.188679,1.142857,1.280702,1.426230,1.129032
1.080000,1.222222,1.290323,1.312500,1.514286,1.540541,1.048780,1.190476,1.500000,1.583333,2.019608,2.547170,2.000000,2.157895,1.393443,1.080645
1.600000,1.296296,1.064516,1.093750,1.114286,1.297297,1.634146,1.738095,1.326087,1.187500,1.254902,1.245283,1.428571,1.140351,1.213115,1.354839
1.120000,1.518519,1.129032,1.187500,1.114286,1.378378,1.707317,1.119048,1.478261,5.333333,1.156863,1.566038,3.696429,1.508772,1.491803,1.677419
1.120000,1.333333,1.193548,1.125000,1.114286,1.135135,1.292683,1.214286,1.195652,1.166667,1.333333,1.452830,1.982143,1.403509,1.393443,1.338710
1.200000,2.333333,1.483871,1.656250,1.228571,3.432432,3.585366,3.714286,1.173913,1.250000,1.764706,2.358491,1.714286,1.140351,1.770492,1.387097
2.000000,1.111111,1.161290,1.718750,1.771429,1.324324,1.658537,1.071429,1.304348,1.583333,1.490196,1.641509,3.214286,1.684211,1.524590,3.370968
4.360000,8.074074,5.548387,5.750000,4.657143,5.324324,3.585366,3.428571,2.956522,1.979167,2.352941,2.283019,1.285714,2.157895,1.672131,2.854839
2.400000,2.000000,1.354839,1.375000,1.400000,1.108108,1.170732,1.047619,1.239130,1.062500,1.039216,1.169811,1.196429,1.087719,1.081967,1.064516
1.080000,1.296296,1.129032,1.062500,1.142857,2.378378,2.853659,2.357143,1.652174,1.416667,1.862745,2.905660,1.482143,1.350877,1.262295,1.370968
1.120000,1.111111,1.096774,1.125000,1.428571,1.054054,1.243902,1.166667,1.065217,1.083333,1.470588,1.471698,1.250000,1.719298,1.344262,1.129032
1.080000,1.222222,1.064516,2.437500,1.257143,1.324324,1.414634,1.095238,1.739130,2.666667,1.196078,1.037736,1.071429,1.192982,1.295082,2.935484
1.520000,1.074074,1.032258,1.125000,1.571429,1.351351,1.292683,1.071429,1.260870,1.041667,1.098039,1.226415,20.125000,3.192982,2.081967,3.677419
2.000000,1.333333,1.354839,2.375000,1.085714,1.513514,1.585366,1.428571,2.086957,3.770833,2.411765,7.018868,1.375000,5.315789,1.147541,1.274194
1.280000,1.037037,1.225806,1.125000,1.200000,1.162162,1.146341,1.142857,1.304348,1.229167,1.196078,1.264151,1.375000,1.245614,1.295082,1.887097
2.520000,2.740741,1.032258,2.281250,2.142857,1.918919,1.902439,1.357143,1.130435,1.208333,1.490196,1.358491,1.232143,1.087719,1.098361,1.096774
1.160000,1.111111,1.193548,1.062500,1.342857,1.027027,1.487805,1.500000,1.065217,1.041667,1.901961,1.905660,1.732143,1.982456,1.426230,1.629032
1.040000,1.185185,1.064516,1.125000,1.314286,1.459459,1.463415,1.071429,1.282609,1.958333,1.686275,1.584906,1.625000,1.508772,1.819672,1.725806
1.240000,1.962963,1.064516,1.187500,1.971429,1.513514,2.121951,1.833333,1.782609,1.250000,1.196078,1.603774,1.053571,1.421053,1.081967,1.500000
1.320000,1.222222,1.516129,1.593750,1.171429,1.378378,1.048780,1.619048,1.152174,1.208333,1.235294,1.169811,1.375000,1.140351,1.590164,1.274194
1.400000,1.740741,1.161290,1.031250,1.371429,1.405405,1.097561,1.214286,1.260870,1.395833,1.117647,1.716981,1.089286,1.438596,1.049180,1.403226
1.080000,1.074074,1.548387,1.562500,1.257143,1.297297,1.512195,1.214286,1.239130,1.291667,1.196078,1.169811,1.267857,1.280702,1.147541,1.112903
1.040000,1.148148,1.290323,1.031250,1.171429,1.054054,1.512195,1.238095,1.043478,1.208333,1.196078,1.245283,1.250000,1.210526,1.360656,1.274194
1.320000,1.481481,1.064516,1.156250,1.257143,1.324324,1.170732,1.309524,1.413043,1.166667,1.058824,1.188679,1.160714,1.456140,1.180328,1.193548
1.120000,1.148148,1.064516,1.125000,1.114286,1.162162,1.195122,1.357143,1.152174,1.354167,1.058824,1.037736,1.250000,1.105263,1.262295,1.080645
1.080000,1.037037,1.322581,1.250000,1.257143,1.324324,1.048780,1.119048,1.108696,1.166667,1.137255,1.094340,1.035714,1.087719,1.163934,1.064516
1.320000,1.111111,1.129032,1.250000,1.371429,1.108108,1.024390,1.190476,1.130435,1.270833,1.254902,1.169811,1.053571,1.105263,1.229508,1.177419
1.280000,1.259259,1.387097,1.250000,1.485714,1.054054,1.365854,1.190476,1.043478,1.583333,1.098039,1.245283,1.125000,1.087719,1.229508,1.209677
1.080000,1.074074,1.419355,1.437500,1.428571,1.054054,1.024390,1.142857,1.326087,1.145833,1.431373,1.056604,1.392857,1.140351,1.295082,1.193548
1.560000,1.074074,1.161290,1.406250,1.085714,1.162162,1.097561,1.071429,1.065217,1.104167,1.039216,1.037736,1.178571,1.333333,1.508197,1.161290
1.240000,1.777778,1.032258,1.093750,1.628571,1.405405,1.634146,1.190476,1.413043,1.291667,1.235294,1.150943,1.160714,1.122807,1.426230,1.612903
2.040000,1.814815,1.322581,1.500000,1.085714,1.351351,1.439024,1.880952,1.239130,1.062500,1.117647,1.452830,1.214286,1.175439,1.344262,1.241935
1.200000,1.074074,1.032258,1.312500,1.457143,1.027027,1.268293,1.190476,1.369565,1.250000,1.549020,1.264151,1.107143,1.210526,1.245902,1.112903
1.520000,1.296296,1.258065,1.187500,1.142857,1.189189,1.243902,1.095238,1.282609,1.125000,1.215686,1.037736,1.160714,1.052632,1.459016,1.145161
1.040000,1.148148,1.290323,1.187500,1.342857,1.054054,1.341463,1.309524,1.500000,1.520833,1.313725,1.547170,1.196429,1.298246,1.213115,1.258065
1.120000,1.148148,1.129032,1.250000,1.457143,1.351351,1.097561,1.214286,1.108696,1.270833,1.078431,1.169811,1.142857,1.315789,1.213115,1.080645
1.240000,1.037037,1.032258,1.031250,1.085714,1.162162,1.268293,1.500000,1.543478,1.500000,1.470588,1.339623,1.232143,1.298246,1.311475,1.064516
1.080000,1.148148,1.290323,1.031250,1.085714,1.189189,1.292683,1.285714,1.347826,1.604167,1.098039,1.547170,1.035714,1.754386,1.327869,1.225806
1.320000,1.333333,1.419355,1.593750,1.285714,1.162162,1.292683,1.238095,1.500000,1.187500,2.058824,1.339623,1.303571,1.228070,1.213115,1.790323
2.320000,1.185185,1.193548,1.812500,1.514286,1.108108,1.341463,1.738095,1.456522,1.666667,1.666667,1.943396,1.660714,1.403509,2.147541,1.741935
1.160000,1.296296,1.064516,1.062500,1.742857,1.054054,1.073171,1.238095,1.239130,1.208333,1.235294,1.320755,1.732143,1.859649,2.081967,1.790323
2.040000,2.481481,1.870968,1.781250,1.885714,2.054054,1.804878,2.023810,2.195652,1.062500,1.372549,1.207547,1.196429,1.438596,1.278689,1.290323
1.120000,1.481481,1.322581,1.656250,1.114286,1.189189,1.317073,1.476190,1.043478,1.125000,1.215686,1.301887,1.321429,1.210526,1.344262,1.193548
1.080000,1.074074,1.516129,1.437500,1.257143,1.513514,1.463415,1.142857,1.217391,2.145833,1.372549,1.660377,1.660714,1.754386,1.606557,1.580645
1.440000,1.037037,1.645161,2.000000,1.342857,1.054054,1.024390,1.357143,1.021739,1.479167,1.058824,1.339623,1.410714,1.192982,1.229508,1.048387
1.600000,1.740741,1.064516,1.250000,2.000000,1.621622,1.439024,1.285714,1.739130,1.583333,1.882353,1.679245,1.625000,1.280702,1.262295,1.500000
2.360000,1.851852,3.096774,1.687500,2.200000,1.756757,1.756098,1.285714,1.782609,1.104167,1.137255,1.622642,1.071429,1.105263,1.295082,1.370968
1.960000,1.777778,1.064516,1.562500,1.057143,1.648649,1.097561,1.880952,1.434783,1.687500,1.901961,1.094340,1.125000,1.157895,1.049180,1.129032
1.200000,1.074074,1.129032,1.531250,1.085714,1.108108,1.121951,1.047619,1.065217,1.041667,1.117647,1.075472,1.071429,1.052632,1.229508,1.387097
1.200000,1.370370,1.129032,1.031250,1.142857,1.189189,1.121951,1.071429,1.043478,1.187500,1.137255,1.094340,1.160714,1.070175,1.147541,1.048387
1.080000,1.074074,1.258065,1.125000,1.085714,1.054054,1.341463,1.047619,1.086957,1.125000,1.117647,1.037736,1.196429,1.087719,1.147541,1.064516
