1.258929,1.021071,1.060008,1.021277,1.019589,1.021313,1.019985,1.018649,1.012938,1.003997,1.018078,1.024353,1.009513,1.022463,1.018279,1.018850
1.276786,1.278094,1.048804,1.025076,1.017878,1.024548,1.017891,1.011418,1.024163,1.020175,1.015414,1.020928,1.031963,1.023034,1.023991,1.011043
1.437500,1.027904,1.063046,1.024696,1.016166,1.021884,1.022078,1.021503,1.014650,1.027027,1.024738,1.008371,1.018075,1.020369,1.030655,1.022468
1.491071,1.004746,1.063806,1.026596,1.008368,1.023597,1.022840,1.020552,1.249429,1.062429,1.036346,1.025495,1.028158,1.027413,1.020754,1.015804
1.508929,1.030182,1.056400,1.026786,1.023393,1.032350,1.022459,1.028164,1.031012,1.026837,1.026832,1.025685,1.026826,1.025700,1.032369,1.023800
1.276786,1.032270,1.053551,1.023746,1.016546,1.012369,1.019223,1.003616,1.019026,1.017130,1.018649,1.002854,1.017314,1.018656,1.007235,1.009711
1.366071,1.253797,1.094189,1.011208,1.060479,1.038249,1.036734,1.038820,1.031202,1.027598,1.044719,1.033676,1.037481,1.025128,1.036938,1.044554
3.339286,1.047646,1.060197,1.027356,1.018258,1.017888,1.026266,1.025880,1.008562,1.011801,1.013511,1.016553,1.015411,1.017704,1.016184,1.015423
1.312500,1.019932,1.077858,1.024506,1.026246,1.023406,1.020746,1.016365,1.268075,1.041873,1.016556,1.018265,1.013318,1.018275,1.030655,1.028751
1.339286,1.022969,1.071591,1.030965,1.020350,1.021884,1.025695,1.022074,1.027778,1.021317,1.017697,1.023592,1.024543,1.031220,1.027609,1.029132
1.348214,1.027335,1.064565,1.025836,1.021301,1.026070,1.016559,1.019029,1.028158,1.028359,1.030637,1.020358,1.030632,1.026271,1.023800,1.269040
1.437500,1.029043,1.063426,1.023176,1.015025,1.012369,1.025504,1.019600,1.013128,1.021698,1.016175,1.016933,1.016553,1.012374,1.011805,1.007616
1.133929,1.014237,1.060008,1.018617,1.018828,1.019410,1.020746,1.021694,1.025495,1.021698,1.007422,1.017123,1.021499,1.032172,1.024562,1.023039
1.178571,1.018413,1.065515,1.026976,1.023393,1.019220,1.029882,1.033111,1.267123,1.029692,1.019410,1.018265,1.026446,1.021512,1.027228,1.016946
1.455357,1.022589,1.063426,1.025076,1.053442,1.031399,1.047773,1.048525,1.047755,1.043967,1.036156,1.043379,1.054985,1.040739,1.049886,1.038271
1.303571,1.040623,1.065894,1.026596,1.016736,1.016175,1.021317,1.002854,1.024734,1.019794,1.011418,1.027207,1.031202,1.023225,1.027609,1.284273
1.232143,1.032460,1.055830,1.030775,1.030810,1.009134,1.024172,1.025500,1.022641,1.028930,1.019220,1.020738,1.020738,1.023796,1.026847,1.035986
1.321429,1.018223,1.064755,1.022226,1.017117,1.034253,1.019794,1.019220,1.017314,1.026646,1.018839,1.021880,1.023212,1.029888,1.032559,1.022658
1.312500,1.022589,1.067224,1.026596,1.025295,1.021503,1.045679,1.247003,1.043950,1.020746,1.030637,1.024924,1.025114,1.024557,1.034273,1.018279
1.241071,1.023918,1.062856,1.004559,1.016927,1.012750,1.019033,1.025690,1.015982,1.014275,1.017888,1.022451,1.018075,1.016752,1.015423,1.020944
1.142857,1.011010,1.063616,1.023936,1.021301,1.015794,1.021317,1.014272,1.023592,1.027217,1.012559,1.017694,1.013508,1.013326,1.265232,1.038271
1.205357,1.018033,1.059818,1.020897,1.013503,1.015985,1.015036,1.026070,1.022451,1.017320,1.020171,1.015791,1.019216,1.015610,1.003998,1.018088
1.214286,1.016705,1.064375,1.014818,1.016166,1.003425,1.052531,1.030828,1.042998,1.052151,1.039962,1.038242,1.033295,1.033124,1.035034,1.042841
2.312500,1.041192,1.075199,1.058701,1.032712,1.023597,1.007613,1.320266,1.041857,1.016749,1.017888,1.017694,1.018645,1.020940,1.023229,1.022658
1.258929,1.025437,1.070452,1.026786,1.021681,1.031018,1.024553,1.027212,1.031202,1.020556,1.034063,1.026065,1.029110,1.024748,1.030465,1.024181
1.205357,1.003797,1.066654,1.026596,1.025105,1.012559,1.021507,1.018078,1.018075,1.028930,1.029496,1.028349,1.027968,1.028174,1.293222,1.052742
1.294643,1.023349,1.070072,1.022796,1.024724,1.024929,1.004378,1.017127,1.022451,1.016559,1.022265,1.013128,1.019787,1.023796,1.020373,1.020754
1.321429,1.018033,1.067034,1.021087,1.026816,1.026070,1.027788,1.005899,1.013318,1.037686,1.023787,1.017694,1.018075,1.022463,1.029893,1.012186
1.250000,1.019932,1.063806,1.016717,1.017878,1.034634,1.210506,1.077450,1.022451,1.029882,1.023787,1.026446,1.025685,1.025700,1.029513,1.030655
1.098214,1.024487,1.050133,1.022416,1.018258,1.027022,1.015988,1.019410,1.017123,1.015417,1.013321,1.014460,1.021499,1.044736,1.015804,1.025133
1.357143,1.020311,1.060577,1.008359,1.013313,1.028354,1.051389,1.066794,1.050799,1.045679,1.048335,1.032344,1.043569,1.044736,1.276276,1.044554
1.357143,1.038535,1.089062,1.087576,1.040320,1.019410,1.028740,1.026261,1.026446,1.005520,1.024929,1.018455,1.021309,1.029317,1.027228,1.026466
1.223214,1.018603,1.063236,1.020137,1.019589,1.022455,1.017320,1.026261,1.022070,1.022078,1.025119,1.031773,1.024924,1.028555,1.019231,1.018850
1.401786,1.026765,1.059628,1.028116,1.022822,1.033682,1.279977,1.043578,1.021499,1.025124,1.022835,1.020738,1.005137,1.021321,1.026847,1.024181
1.294643,1.027335,1.061907,1.011398,1.016927,1.030447,1.020746,1.031589,1.035769,1.022269,1.027783,1.023973,1.017694,1.030268,1.016184,1.020944
1.330357,1.005885,1.070262,1.027736,1.007798,1.016746,1.015036,1.004377,1.014460,1.025124,1.020171,1.022070,1.018836,1.260803,1.037319,1.010282
1.437500,1.027145,1.062856,1.009878,1.012742,1.017697,1.028359,1.019220,1.018075,1.019985,1.023026,1.017504,1.024543,1.019037,1.023800,1.013138
1.044643,1.001139,1.050703,1.017097,1.010460,1.022835,1.017701,1.016175,1.015601,1.014085,1.018459,1.003995,1.020548,1.022654,1.023800,1.012947
1.196429,1.022399,1.070262,1.022606,1.017687,1.257659,1.036924,1.074596,1.033676,1.029121,1.037488,1.027017,1.038623,1.039977,1.031036,1.047220
1.428571,1.042331,1.050133,1.037234,1.046405,1.033302,1.018081,1.020932,1.011986,1.012752,1.027973,1.019977,1.023021,1.021512,1.022087,1.018850
1.312500,1.006454,1.065135,1.017477,1.025295,1.025500,1.017891,1.015033,1.014650,1.026456,1.014843,1.012938,1.259323,1.037693,1.002666,1.033701
1.348214,1.022210,1.071022,1.032485,1.035184,1.021884,1.032166,1.021694,1.024924,1.026456,1.032160,1.009893,1.019597,1.020750,1.015423,1.017136
1.392857,1.024487,1.065705,1.027736,1.015976,1.049096,1.006662,1.018839,1.023212,1.016749,1.024548,1.022641,1.022451,1.032553,1.027037,1.028370
